,text,label
785,It seems Grant does n't need the floppy hair and the self-deprecating stammers after all .,2
786,"A reminder that beyond all the hype and recent digital glitz , Spielberg knows how to tell us about people .",4
787,"One of the finest , most humane and important Holocaust movies ever made .",4
788,An engrossing and infectiously enthusiastic documentary .,4
789,"A beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .",4
790,"A culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling American in Europe .",3
791,"Shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral .",3
792,Extraordinary debut from Josh Koury .,4
793,The most compelling performance of the year adds substantial depth to this shocking testament to anti-Semitism and neo-fascism .,4
794,"For those who are intrigued by politics of the '70s , the film is every bit as fascinating as it is flawed .",3
795,"All right , so it 's not a brilliant piece of filmmaking , but it is a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a playful spirit and a game cast .",3
796,Douglas McGrath 's Nicholas Nickleby does Dickens as it should be done cinematically .,4
797,"It 's a lovely , eerie film that casts an odd , rapt spell .",4
798,The quirky and recessive charms of co-stars Martin Donovan and Mary-Louise Parker help overcome the problematic script .,3
799,It 's good to see Michael Caine whipping out the dirty words and punching people in the stomach again .,3
800,You just know something terrible is going to happen .,2
801,"But when it does , you 're entirely unprepared .",2
802,"It 's fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom .",3
803,Able to provide insight into a fascinating part of theater history .,3
804,"An unflinching , complex portrait of a modern Israel that is rarely seen on-screen .",3
805,"A Jewish WW II doc that is n't trying simply to out-shock , out-outrage or out-depress its potential audience !",2
806,Who knew ...,2
807,"It 's a familiar story , but one that is presented with great sympathy and intelligence .",3
808,Gently humorous and touching .,3
809,"It wo n't hold up over the long haul , but in the moment , Finch 's tale provides the forgettable pleasures of a Saturday matinee .",3
810,Kinnear 's performance is a career-defining revelation .,4
811,The film is predictable in the reassuring manner of a beautifully sung holiday carol .,3
812,"... hits every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny .",1
813,The strong subject matter continues to shock throughout the film .,2
814,"Not everyone will play the dark , challenging tune taught by The Piano Teacher .",2
815,A certain sexiness underlines even the dullest tangents .,3
816,"You may be captivated , as I was , by its moods , and by its subtly transformed star , and still wonder why Paul Thomas Anderson ever had the inclination to make the most sincere and artful movie in which Adam Sandler will probably ever appear .",3
817,"There is no substitute for on-screen chemistry , and when Friel pulls the strings that make Williams sink into melancholia , the reaction in Williams is as visceral as a gut punch .",4
818,That old adage about women being unknowable gets an exhilarating new interpretation in Morvern Callar .,3
819,"A mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in .",4
820,"After watching it , you can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history .",3
821,"In his U.S. debut , Mr. Schnitzler proves himself a deft pace master and stylist .",4
822,"Ultimate X is a ride , basically the kind of greatest-hits reel that might come with a subscription to ESPN the Magazine .",2
823,"Rich in shadowy metaphor and as sharp as a samurai sword , Jiang Wen 's Devils on the Doorstep is a wartime farce in the alternately comic and gut-wrenching style of Joseph Heller or Kurt Vonnegut .",4
824,Offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a Hollywood film .,4
825,A winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others .,4
826,"Its cast full of caffeinated comedy performances more than make up for its logical loopholes , which fly by so fast there 's no time to think about them anyway .",3
827,"Lohman adapts to the changes required of her , but the actress and director Peter Kosminsky never get the audience to break through the wall her character erects",2
828,"Although it includes a fair share of dumb drug jokes and predictable slapstick , `` Orange County '' is far funnier than it would seem to have any right to be .",3
829,"For a movie audience , The Hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .",2
830,"A bright , inventive , thoroughly winning flight of revisionist fancy .",3
831,Ozpetek 's effort has the scope and shape of an especially well-executed television movie .,4
832,"Affirms the gifts of all involved , starting with Spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together .",3
833,"A delightful little film that revels in its own simplicity , Mostly Martha will leave you with a smile on your face and a grumble in your stomach .",3
834,Makes one thing abundantly clear .,3
835,"American musical comedy as we know it would n't exist without the precedent of Yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of Broadway .",3
